编号,位置,区,房型,所处楼层级别,总楼层数,建造年份,面积,朝向,关注数,是否有VR房源,是否近地铁,单位价格,挂牌年,挂牌月,挂牌日,总价,纬度,经度
196,锦江区茶花街488号,7,3|2,3,40,2012,89.92,2,10,1,0,20685.1,2019,12,24,186.0,30.605367478742878,104.15033808999478
197,锦江区茶花街488号,7,2|1,2,34,2012,64.62,6,10,1,0,17022.6,2020,3,5,110.0,30.605367478742878,104.15033808999478
198,锦江区柳翠路63号,7,2|2,3,6,2007,73.47,3,50,1,1,12386.0,2019,10,22,91.0,30.61040608187931,104.10024146017874
199,锦江区佳宏北路36号,7,2|1,3,26,2011,77.8,6,107,1,1,19794.3,2019,9,28,154.0,30.622772299011558,104.13476457969047
200,锦江区喜树街668号,7,2|1,2,34,2010,47.1,4,13,1,0,17409.8,2020,1,4,82.0,30.60125377904167,104.15235106598152
201,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
202,锦江区锦江区玫瑰街7号,7,3|2,2,39,2015,88.7,6,8,1,1,23111.6,2019,11,28,205.0,30.60950159547039,104.15984170595112
203,锦江区顺江路81号,7,3|1,3,29,2006,147.49,5,19,1,1,25086.4,2019,11,30,370.0,30.64386136061326,104.09836096089876
204,锦江区镗钯街38号,7,1|1,1,50,2015,67.94,4,43,1,1,28701.8,2019,12,21,195.0,30.661904490317248,104.08956175659785
205,锦江区东大街芷泉段188号,7,2|2,1,33,2009,116.0,5,35,1,0,31034.5,2018,7,8,360.0,30.655936231979364,104.08961712994609
206,锦江区静沙南路29号,7,3|1,1,34,2013,83.13,1,52,1,1,19968.7,2019,12,1,166.0,30.62514934928329,104.12119255694384
207,锦江区牛沙后街88号,7,2|1,3,30,2012,70.69,5,25,1,0,22068.2,2020,1,12,156.0,30.632215400677442,104.10978045769423
208,锦江区龙舟路60号,7,3|1,1,4,1996,51.11,8,3,1,0,17413.4,2019,12,2,89.0,30.633151093469852,104.10523087176092
209,锦江区静沙南路18号,7,2|1,3,34,2011,72.89,7,123,1,1,18521.1,2019,7,9,135.0,30.624747231131852,104.12303360803568
210,锦江区劼人路143号,7,2|2,2,6,2002,78.29,-1,20,1,1,12517.6,2019,8,29,98.0,30.622100422642767,104.13135898672243
211,锦江区茶花街488号,7,3|1,2,40,2012,86.03,1,24,1,0,20341.7,2019,11,29,175.0,30.605367478742878,104.15033808999478
212,锦江区牡丹街595号,7,2|1,3,34,2011,79.0,4,48,1,0,15569.6,2019,11,5,123.0,30.60427339829133,104.14883024736574
213,锦江区合欢树街219号,7,2|2,1,6,2008,83.25,4,51,1,0,13813.8,2019,3,10,115.0,30.615375373726355,104.14349821128236
214,锦江区宏济新路298号,7,3|1,3,26,2005,126.65,2,14,1,0,22108.2,2019,12,9,280.0,30.64535203524743,104.10270179141119
215,锦江区天涯石南街29号,7,3|2,3,7,2000,154.13,3,39,1,0,20437.3,2019,12,14,315.0,30.66341778867643,104.09358385124756
216,锦江区汇源北路333号,7,2|1,3,40,2017,66.0,6,90,1,0,31515.2,2019,7,13,208.0,30.645117732951718,104.12206927707071
217,锦江区锦江大道388号,7,2|1,1,22,2017,70.24,5,9,0,0,10962.4,2019,10,19,77.0,30.608853538911386,104.15204666797302
218,锦江区天仙桥北路5号,7,3|1,1,30,2000,98.55,6,62,1,1,20801.6,2019,5,28,205.0,30.65757717831946,104.09266760747484
219,锦江区成龙大道一段9号,7,2|1,1,6,2006,94.0,5,59,1,0,17553.2,2019,7,25,165.0,30.577689460644017,104.184827723372
220,锦江区成龙路与银杏大道交汇处,7,3|1,2,18,2016,71.38,2,9,1,0,21014.3,2019,12,27,150.0,30.59045236613673,104.1585816860496
221,锦江区二郞山路66号,7,4|1,1,6,2015,144.72,-1,9,1,1,36622.4,2020,1,5,530.0,30.661904490317248,104.08956175659785
222,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
223,锦江区白桦林路29号,7,3|1,2,28,2012,124.0,6,29,1,0,20967.7,2019,9,22,260.0,30.59535214787435,104.14429282359072
224,锦江区较场坝西街67号,7,2|0,3,6,1995,43.15,4,36,1,0,13626.9,2019,12,5,58.8,30.654932753320914,104.09619493431408
225,锦江区龙舟路50号,7,2|1,3,7,2000,105.58,6,27,1,0,11365.8,2018,4,18,120.0,30.634386363239713,104.10349580814298
226,锦江区国槐街1199号,7,1|1,3,6,-1,43.55,4,47,1,0,11481.1,2019,11,28,50.0,30.61987256062358,104.14074242018124
227,锦江区水碾河路46号,7,2|1,2,7,1998,48.0,3,41,1,1,12916.7,2019,5,5,62.0,30.65484399685577,104.10379127609642
228,锦江区白桦林路29号,7,3|2,1,28,2012,120.0,4,19,1,0,19000.0,2019,12,30,228.0,30.59535214787435,104.14429282359072
229,锦江区下沙河铺街44号,7,3|1,1,7,1999,73.58,5,12,1,1,17667.8,2019,11,14,130.0,30.636993773476235,104.12471261828811
230,锦江区一环路东五段46号,7,2|1,3,55,2011,76.43,8,18,1,0,20280.0,2019,12,25,155.0,30.653439364945587,104.10037960070177
231,锦江区静安路1号,7,5|2,3,6,2007,128.0,5,50,1,1,34375.0,2019,2,15,440.0,30.620450639831148,104.1237594002606
232,锦江区永兴巷9号,7,2|1,2,6,1986,63.82,3,61,1,1,12691.9,2019,11,16,81.0,30.666785214737484,104.08580602749795
233,锦江区东大路与静康路交汇处华宇广场,7,2|2,1,29,2017,84.0,4,45,1,1,21190.5,2019,8,29,178.0,30.628964918992878,104.12841499702377
234,锦江区橡树林路166号,7,2|1,1,34,2009,82.5,5,38,1,0,22909.1,2019,6,8,189.0,30.628217848389024,104.09874893635359
235,锦江区汇源东路88号,7,2|1,1,31,2016,93.53,6,16,1,0,36565.8,2019,12,8,342.0,30.641609103509477,104.12360802769743
236,锦江区梓橦西街2号,7,1|1,1,31,2005,50.19,4,55,1,1,16337.9,2018,9,17,82.0,30.661904490317248,104.08956175659785
237,锦江区香樟大道百日红中路506号,7,4|1,1,30,2014,162.0,5,15,1,0,20000.0,2019,11,27,324.0,30.607059482558046,104.15480348314243
238,锦江区滨江东路158号,7,3|2,3,32,2009,144.77,4,20,1,1,24867.0,2019,12,8,360.0,30.65081216229225,104.08709146675051
239,锦江区海椒市街15号,7,1|1,1,7,2001,31.22,4,21,1,0,12812.3,2019,10,27,40.0,30.64176907165897,104.10823879745598
240,锦江区国香街333号,7,2|2,2,24,2010,99.01,2,36,1,0,19695.0,2019,3,8,195.0,30.60537762051154,104.14027388738319
241,锦江区银木街679号,7,2|2,1,40,2017,72.26,4,46,1,1,17437.0,2019,6,1,126.0,30.601049568748532,104.15774182339777
242,锦江区点将台东街89号,7,2|1,1,34,2009,83.62,3,58,1,1,18655.8,2019,6,4,156.0,30.65598079856048,104.10016888787321
243,锦江区水杉街558号,7,1|1,3,24,2014,44.27,4,46,1,0,13101.4,2019,12,7,58.0,30.61206817727307,104.13796776466442
244,锦江区指挥街36号,7,1|1,3,6,-1,44.33,4,44,1,1,31130.2,2019,11,20,138.0,30.65592672061717,104.07379674103343
245,锦江区柳翠路63号,7,2|2,3,6,2007,72.18,5,17,1,1,13577.2,2019,10,26,98.0,30.61040608187931,104.10024146017874
246,锦江区东大街芷泉段188号,7,2|1,2,38,2009,106.0,5,23,1,0,31603.8,2019,11,26,335.0,30.655936231979364,104.08961712994609
247,锦江区海椒市街4号,7,1|0,2,12,2007,35.31,4,67,1,0,13169.1,2018,6,7,46.5,30.64567051255584,104.10927865076178
248,锦江区狮子山路2号,7,3|2,1,7,2007,116.19,4,194,1,1,12049.2,2018,8,1,140.0,30.622296714514896,104.12654156111999
249,锦江区佳宏路220号,7,3|2,2,18,2008,90.11,3,59,1,1,18865.8,2019,4,20,170.0,30.621781775671092,104.13521957412621
250,锦江区锦江区大川巷8号,7,1|1,2,11,2004,55.17,8,20,1,1,16313.2,2018,7,21,90.0,30.651204750531782,104.0897718810363
251,锦江区静安路368号,7,2|2,3,6,2005,86.86,3,32,1,1,17154.0,2019,6,29,149.0,30.613276892873408,104.12203178539195
252,锦江区梓橦西街2号,7,1|1,1,31,2005,47.87,4,10,1,1,16711.9,2019,8,10,80.0,30.661904490317248,104.08956175659785
253,锦江区合欢树街289号,7,3|2,3,18,2009,114.0,3,70,1,0,14736.8,2019,8,11,168.0,30.614126777319036,104.14299708077394
254,锦江区东大街芷泉段88号,7,3|1,1,40,2011,162.0,4,18,1,0,36111.1,2019,11,8,585.0,30.655936231979364,104.08961712994609
255,锦江区琉璃路1233号,7,4|2,1,25,2010,132.94,7,39,1,1,17150.6,2019,11,9,228.0,30.609038191045837,104.10184232324164
256,锦江区海椒市街6号,7,3|1,2,7,1999,86.69,4,17,1,1,13611.7,2019,11,2,118.0,30.645027529702983,104.1088088765055
257,锦江区马家沟188号,7,4|2,2,33,2014,152.07,3,37,1,0,23673.3,2020,2,27,360.0,30.627261012928425,104.11856272354643
258,锦江区青和里南段33号,7,1|1,3,45,-1,49.91,4,19,1,1,20036.1,2019,11,25,100.0,30.648716070880337,104.09632387798528
259,锦江区永兴巷16号,7,3|2,2,7,1986,95.0,5,3,1,1,14736.8,2019,8,30,140.0,30.666950766367393,104.08465685580143
260,锦江区天仙桥北路10号,7,3|1,1,28,2004,143.0,5,8,1,0,24475.5,2019,9,20,350.0,30.656681705321347,104.09320309098257
261,锦江区白桦林路29号,7,3|2,2,28,2012,143.0,8,28,1,0,19300.7,2019,7,27,276.0,30.59535214787435,104.14429282359072
262,锦江区蝶花街610号,7,2|2,3,6,2008,70.73,4,65,1,0,11593.4,2019,3,28,82.0,30.617702615066765,104.1401534919872
263,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
264,锦江区国香街666号,7,2|1,3,30,2014,76.1,4,21,1,0,21025.0,2019,11,3,160.0,30.6016347482838,104.14439846072548
265,锦江区莲花新区北二巷4号,7,3|1,3,7,2001,82.36,4,29,1,0,12141.8,2019,9,14,100.0,30.643613316823267,104.10609039832035
266,锦江区人民南路一段97号,7,4|2,1,24,2003,168.0,5,6,1,1,16369.0,2019,8,19,275.0,30.63905042154201,104.07312277205341
267,锦江区牛沙后街88号,7,2|2,1,30,2012,84.78,5,2,1,0,29488.1,2019,9,18,250.0,30.632215400677442,104.10978045769423
268,锦江区二环路东四段134号,7,3|1,2,7,-1,85.6,2,7,1,1,15186.9,2019,12,23,130.0,30.64239612683149,104.11064310047549
269,锦江区佳宏路220号,7,3|2,2,32,2008,127.01,-1,14,1,0,20470.8,2019,7,10,260.0,30.621781775671092,104.13521957412621
270,锦江区国香街333号,7,3|2,3,24,2010,131.24,6,70,1,0,20192.0,2019,3,12,265.0,30.60537762051154,104.14027388738319
271,锦江区东安北路20号,7,2|1,3,11,2000,83.39,3,17,1,1,24583.3,2019,12,11,205.0,30.664655754370948,104.09797126608713
272,锦江区白桦林路29号,7,4|2,3,24,2012,164.0,6,33,1,0,19817.1,2019,8,22,325.0,30.59535214787435,104.14429282359072
273,锦江区茶花街106号,7,3|1,1,33,2015,86.0,6,43,1,0,26976.7,2019,8,17,232.0,30.609120808146855,104.14483827918792
274,锦江区三圣街58号,7,3|2,3,7,1997,117.59,3,13,1,0,17858.7,2018,11,16,210.0,30.656057029575425,104.08687570364842
275,锦江区牛沙后街88号,7,2|2,1,30,2012,89.78,4,40,1,0,20605.9,2018,6,19,185.0,30.632215400677442,104.10978045769423
276,锦江区莲花东路1号,7,2|1,2,6,2004,83.82,3,7,1,1,14912.9,2019,10,5,125.0,30.64211975186241,104.10620834583379
277,锦江区天仙桥北路7号,7,4|1,2,24,2003,158.36,3,59,1,1,21217.5,2019,8,12,336.0,30.65797403558961,104.09313772129059
278,锦江区芙蓉西路468号,7,2|2,2,33,2015,77.0,2,36,1,0,20909.1,2019,6,3,161.0,30.614114332907533,104.14949377534084
279,锦江区东光街5号,7,2|1,2,6,1999,63.84,-1,2,1,0,11748.1,2019,10,8,75.0,30.6236438828283,104.10793500041386
280,锦江区成龙大道一段9号,7,3|2,1,18,2008,123.33,6,15,1,0,22703.3,2019,10,25,280.0,30.577689460644017,104.184827723372
281,锦江区牡丹街39号,7,4|2,1,33,2015,117.92,4,55,1,0,22048.8,2019,10,19,260.0,30.59735730552731,104.16108897350763
282,锦江区牛王庙巷9号,7,3|2,3,7,1996,104.0,3,21,1,0,15192.3,2019,1,2,158.0,30.652913861912975,104.09819608949866
283,龙泉驿区东三环,7,2|2,1,35,2016,72.09,2,35,1,1,18726.6,2019,8,12,135.0,30.56269784099964,104.2813969643563
284,锦江区二环路东五段366号,7,2|1,3,34,2011,90.15,5,10,1,0,19744.9,2019,11,3,178.0,30.626893505779105,104.09751053237751
285,锦江区糍粑店街1号,7,3|1,3,7,2000,105.36,5,13,1,0,12338.6,2019,6,7,130.0,30.628375867796173,104.10893028878333
286,锦江区静渝路48号,7,1|1,3,34,2012,36.01,4,8,0,1,9164.1,2019,9,17,33.0,30.623813222280518,104.1187394435962
287,锦江区三官堂街16号,7,3|2,1,11,2005,152.0,2,17,1,0,22039.5,2019,10,22,335.0,30.633565194860118,104.1020143047298
288,锦江区三槐树路91号,7,2|1,2,5,1992,67.72,5,4,1,1,13290.0,2019,12,26,90.0,30.669853899555225,104.09378877898862
289,锦江区银木街679号,7,2|1,1,35,2017,55.0,4,8,0,1,17272.7,2019,10,9,95.0,30.601049568748532,104.15774182339777
290,锦江区二环路东四段36号,7,2|2,1,17,2004,95.12,3,6,1,0,14508.0,2019,7,23,138.0,30.64592585106011,104.11404753193449
291,锦江区中环锦绣大道菱窠路口华润凯旋天地,7,3|2,3,33,2015,78.39,8,42,1,1,21303.7,2019,7,6,167.0,30.61752633361381,104.13519765277685
292,锦江区橡树林路163号,7,3|2,1,40,2017,81.0,7,14,1,0,30864.2,2019,11,5,250.0,30.627622906187234,104.10043360413412
293,锦江区琉璃路396号,7,2|2,2,26,2012,95.22,-1,75,1,0,15332.9,2018,4,12,146.0,30.621067879983553,104.09902854023169
294,锦江区南三环娇子立交外侧,7,3|1,2,34,2018,75.71,4,71,1,0,22454.1,2019,11,26,170.0,30.6062195095327,104.13343511089168
295,锦江区海椒市街12号,7,1|1,2,7,1988,51.53,4,30,1,0,12419.9,2019,7,1,64.0,30.64409187774591,104.10833399987392
296,锦江区红豆树街77号,7,2|1,2,34,2014,58.75,4,11,1,0,16680.9,2020,1,10,98.0,30.608595411625174,104.14172824400384
297,锦江区水杉街166号,7,4|2,2,31,2012,129.0,5,21,1,0,19379.8,2019,11,17,250.0,30.608821878587182,104.13290017984184
298,锦江区东新街5号,7,2|1,3,8,1999,77.42,5,36,1,1,12270.7,2018,6,20,95.0,30.66922793802328,104.0934716915165
299,锦江区中新街60号,7,2|1,3,7,1994,81.6,3,6,1,0,30024.5,2020,1,19,245.0,30.662128751903104,104.08243940302296
300,锦江区昭忠祠街52号,7,1|1,3,7,1990,49.34,4,15,1,1,12565.9,2019,11,13,62.0,30.672429926530906,104.09613599379463
301,锦江区航天立交桥三环外红豆树街377号,7,2|1,2,32,2013,79.14,4,90,1,0,15895.9,2019,4,30,125.8,30.6131741297929,104.14597304206406
302,锦江区水碾河南三街1号,7,1|1,3,6,1988,38.95,4,22,1,0,13042.4,2019,7,23,50.8,30.65380121847414,104.10570302922173
303,锦江区静居寺街215~232号,7,4|2,3,6,2005,138.76,2,48,1,0,17656.4,2019,3,13,245.0,30.661904490317248,104.08956175659785
304,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
305,锦江区滨江东路236号,7,2|1,3,6,1998,64.43,5,19,1,1,18935.3,2019,8,13,122.0,30.652530472543805,104.0832223301732
306,锦江区中莲池横街8号,7,3|1,3,6,-1,82.47,4,40,1,1,27888.9,2019,11,14,230.0,30.654138096912536,104.07994033955185
307,锦江区成龙路与银杏大道交汇处,7,3|2,2,18,2016,71.76,2,137,1,0,18812.7,2018,9,2,135.0,30.59045236613673,104.1585816860496
308,锦江区东大街下东大街段258号,7,2|1,3,47,-1,82.64,-1,2,1,1,37512.1,2020,2,21,310.0,30.657619938978318,104.0879466176638
309,锦江区二环路东五段366号,7,4|2,1,34,2011,134.15,2,18,1,0,23332.1,2019,4,24,313.0,30.626893505779105,104.09751053237751
310,锦江区锦江大道388号,7,2|1,2,22,2017,48.0,3,9,0,0,8958.3,2018,11,16,43.0,30.608853538911386,104.15204666797302
311,锦江区茶花街488号,7,3|2,3,34,2012,110.0,-1,53,1,0,20200.0,2018,8,7,222.2,30.605367478742878,104.15033808999478
312,锦江区皇经楼一街88号,7,2|2,3,28,2013,85.0,3,85,1,0,13882.4,2018,5,3,118.0,30.59987192455728,104.11521565518237
313,锦江区东二环汇源北路99号,7,1|1,3,26,2016,43.26,5,8,0,1,27739.3,2019,8,29,120.0,30.642443058608734,104.12076674575924
314,锦江区武成大街2号,7,3|1,3,19,2003,163.11,4,19,1,1,20231.7,2019,4,21,330.0,30.66358638829892,104.09704288081717
315,锦江区汇源东路88号,7,2|2,3,31,2016,93.17,6,26,1,0,36492.4,2019,1,15,340.0,30.641609103509477,104.12360802769743
316,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
317,锦江区下东大街芷泉段88号,7,2|1,3,34,2010,112.0,2,31,1,0,33928.6,2019,9,5,380.0,30.657619938978318,104.0879466176638
318,锦江区海椒市街15号,7,1|1,3,6,2001,39.46,5,40,1,0,13177.9,2019,6,15,52.0,30.64176907165897,104.10823879745598
319,锦江区玉沙路8号,7,2|1,3,18,2003,78.22,4,36,1,1,14957.8,2019,10,1,117.0,30.67006987587686,104.091520016796
320,锦江区晨辉东路209号,7,3|1,1,7,2007,105.92,3,10,1,1,15861.0,2019,12,25,168.0,30.612226078629003,104.11266464719513
321,锦江区锦东路668号,7,2|1,3,32,2009,64.04,6,108,1,1,19987.5,2019,3,9,128.0,30.645006550122773,104.11234475341655
322,锦江区菱安路299号,7,3|2,1,10,2014,135.72,-1,21,1,1,36103.7,2019,6,2,490.0,30.616445866131514,104.12345535887941
323,锦江区中环锦绣大道菱窠路口华润凯旋天地,7,3|1,3,40,2015,78.68,4,47,1,1,22369.1,2019,7,15,176.0,30.61752633361381,104.13519765277685
324,锦江区喜树街618号,7,2|1,1,34,2011,58.28,7,10,1,0,16815.4,2019,9,19,98.0,30.603596223801322,104.15392407348888
325,-1,7,-1,-1,-1,-1,-1.0,-1,-1,0,0,-1,-1,-1,-1,-1,-1.0,-1.0
326,锦江区银木街675号,7,1|1,2,35,2017,23.3,6,19,0,1,11588.0,2019,4,24,27.0,30.606549900504017,104.16048100033848
327,锦江区华润路158号,7,2|1,3,29,2009,96.75,4,30,1,1,21705.4,2019,7,27,210.0,30.62000406247257,104.10178598780821
328,锦江区喜树街668号,7,2|1,1,34,2010,51.38,4,15,1,0,16543.4,2019,10,22,85.0,30.60125377904167,104.15235106598152
329,锦江区经天中路349号,7,2|1,2,6,2005,71.32,3,49,1,0,11918.1,2018,11,30,85.0,30.60426688800497,104.1125999997408
330,锦江区大塘坎街66号,7,2|1,3,32,2009,72.03,4,40,1,1,40955.2,2018,11,29,295.0,30.65445109384514,104.07918339948164
331,锦江区翠柳湾支路199号,7,3|2,2,42,2009,108.71,3,14,1,0,19317.5,2019,10,6,210.0,30.60501480604164,104.0903057332212
332,锦江区海椒市街15号,7,1|0,3,6,2001,32.0,3,30,1,0,12812.5,2019,6,9,41.0,30.64176907165897,104.10823879745598
333,锦江区锦东路668号,7,2|1,2,32,2009,55.77,4,64,1,1,17751.5,2019,9,19,99.0,30.645006550122773,104.11234475341655
334,锦江区华润路158号,7,2|2,3,30,2009,88.89,4,30,1,1,24187.2,2019,10,26,215.0,30.62000406247257,104.10178598780821
335,锦江区天仙桥北路7号,7,3|2,1,24,2003,151.68,8,34,1,1,20437.8,2019,5,28,310.0,30.65797403558961,104.09313772129059
336,锦江区晨辉东路89号,7,2|1,1,6,2005,97.05,3,15,1,0,14940.8,2020,1,13,145.0,30.613030215125328,104.10769886374277
337,锦江区海椒市街15号,7,1|0,3,6,2001,32.88,-1,88,1,0,13686.1,2019,7,12,45.0,30.64176907165897,104.10823879745598
338,锦江区喜树街618号,7,2|1,1,34,2011,72.61,6,46,1,0,17628.4,2018,9,22,128.0,30.603596223801322,104.15392407348888
339,锦江区龙舟路28号,7,1|1,2,22,2004,45.26,5,9,1,0,15024.3,2019,5,25,68.0,30.634954510668635,104.1024286176039
340,锦江区静祥路33号,7,3|2,2,34,2008,89.19,4,25,1,0,15472.6,2019,10,17,138.0,30.6063955762492,104.13066830656498
341,锦江区中环锦绣大道菱窠路口华润凯旋天地,7,3|1,3,26,2015,78.6,6,33,1,0,22900.8,2019,9,5,180.0,30.61752633361381,104.13519765277685
342,锦江区宏济新路49号,7,3|1,2,41,2009,126.38,8,18,1,0,25795.2,2019,7,23,326.0,30.646287041305236,104.09945219009327
343,锦江区得胜上街76号,7,3|2,3,8,1999,112.2,4,3,1,1,12656.0,2020,3,14,142.0,30.646672720094088,104.11145536179217
344,锦江区成龙大道一段9号,7,2|2,3,18,2008,94.11,5,3,1,0,17532.7,2020,2,25,165.0,30.577689460644017,104.184827723372
345,锦江区镗钯街38号,7,1|1,1,50,2015,80.81,7,8,1,1,29699.3,2019,6,24,240.0,30.661904490317248,104.08956175659785
346,锦江区桂王桥南街5号,7,1|1,2,7,2005,67.72,4,17,1,1,16981.7,2019,9,6,115.0,30.66850437026121,104.08941569212193
347,锦江区龙舟路60号,7,3|1,3,7,1996,90.43,4,65,1,0,14154.6,2018,12,13,128.0,30.633151093469852,104.10523087176092
348,锦江区芙蓉西路707号,7,3|1,1,29,2015,88.49,4,66,1,0,21697.4,2019,1,18,192.0,30.613933221626905,104.14830074118288
349,锦江区佳宏北路36号,7,2|1,1,26,2011,77.0,4,3,1,1,30519.5,2019,8,15,235.0,30.622772299011558,104.13476457969047
350,锦江区海椒市街12号,7,2|2,3,6,1988,71.62,4,8,1,1,12705.9,2019,9,1,91.0,30.64409187774591,104.10833399987392
351,锦江区华润路158号,7,3|2,2,30,2009,88.28,4,39,1,0,27752.6,2019,10,22,245.0,30.62000406247257,104.10178598780821
352,锦江区莲花新区北三巷49号,7,2|1,2,7,1998,59.98,5,16,1,0,12004.0,2019,8,21,72.0,30.643613316823267,104.10609039832035
353,锦江区北顺街6号,7,3|1,1,7,1996,85.61,3,22,1,0,13900.2,2018,9,1,119.0,30.62915329759777,104.10757982478809
354,锦江区工农街院68号,7,2|2,3,7,1998,83.79,4,11,1,0,12053.9,2019,8,8,101.0,30.661904490317248,104.08956175659785
355,锦江区水碾河路16号,7,1|0,3,6,1999,31.03,4,29,1,1,13535.3,2019,7,23,42.0,30.652273105544428,104.10870378284557
356,锦江区合欢树街1500号,7,4|2,2,13,2008,183.48,4,36,1,0,21255.7,2018,12,18,390.0,30.61077088619463,104.13220500007208
357,锦江区南府街27号,7,2|2,3,7,1995,91.51,-1,7,1,1,30597.7,2019,12,25,280.0,30.654162671890287,104.07794403072546
358,锦江区天仙桥滨河路9号,7,3|3,3,20,2000,199.86,7,37,1,1,16011.2,2019,3,14,320.0,30.628635599681967,104.09177976273254
359,锦江区静安路1号,7,3|2,1,11,2007,129.75,4,29,1,1,26589.6,2019,6,9,345.0,30.620450639831148,104.1237594002606
360,锦江区较场坝西街11号,7,3|1,2,7,1993,93.0,-1,6,1,0,16129.0,2019,9,26,150.0,30.65543067371196,104.09634890387848
361,锦江区大慈寺路3号,7,1|1,1,51,2012,89.9,6,49,1,1,29143.5,2019,5,9,262.0,30.659400599969267,104.0934272810887
362,锦江区华润路2号,7,4|1,3,5,2006,176.0,5,28,1,0,36931.8,2018,8,20,650.0,30.61767582926619,104.09621985690214
363,锦江区大田坎街162号,7,3|1,2,22,2003,131.27,8,24,1,1,16683.2,2019,12,8,219.0,30.65104009313534,104.11158712973592
364,锦江区东大路与静康路交汇处华宇广场,7,2|1,2,31,2017,74.89,6,2,1,1,24035.3,2020,2,12,180.0,30.628964918992878,104.12841499702377
365,锦江区东大街芷泉段88号,7,3|1,1,22,2010,175.5,6,27,1,1,34188.0,2019,1,4,600.0,30.655936231979364,104.08961712994609
366,锦江区白桦林路29号,7,3|2,3,33,2012,124.77,4,17,1,0,22441.3,2019,10,14,280.0,30.59535214787435,104.14429282359072
367,锦江区大慈寺路3号,7,1|1,2,51,2012,88.85,6,18,1,1,32639.3,2019,3,22,290.0,30.659400599969267,104.0934272810887
368,锦江区佳宏路220号,7,3|2,1,32,2008,127.01,2,17,1,0,19289.8,2019,6,28,245.0,30.621781775671092,104.13521957412621
369,锦江区静沙南路29号,7,3|2,2,32,2013,91.1,4,49,1,0,23051.6,2019,11,6,210.0,30.62514934928329,104.12119255694384
